gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,47,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),54.47,2560.09,No
Male,0,Yes,No,30,Yes,No,No,One year,Yes,Mailed check,65.36,1960.8,No
Male,0,Yes,No,35,Yes,Yes,Fiber optic,One year,Yes,Mailed check,74.61,2611.35,No
Female,0,No,Yes,32,Yes,No,No,One year,No,Bank transfer (automatic),99.79,3200.83,No
Male,0,Yes,No,32,Yes,No phone service,DSL,Month-to-month,Yes,Electronic check,39.54,1345.58,No
Male,0,No,Yes,22,Yes,No,Fiber optic,Two year,Yes,Electronic check,58.67,1290.74,No
Male,0,No,No,59,Yes,Yes,No,Month-to-month,Yes,Mailed check,31.27,1844.93,Yes
Male,0,Yes,Yes,29,Yes,No,No,Month-to-month,No,Mailed check,25.73,816.17,No
Male,1,No,Yes,44,Yes,No phone service,Fiber optic,Two year,No,Credit card (automatic),79.68,3505.92,No
Male,0,No,No,38,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),37.29,1490.4,No
Female,1,Yes,No,44,Yes,No,DSL,One year,Yes,Electronic check,24.1,1122.58,No
Female,0,No,No,11,Yes,Yes,Fiber optic,Two year,No,Electronic check,109.5,1231.72,Yes
Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,One year,No,Mailed check,72.5,2308.27,No
Male,0,No,No,55,Yes,No,DSL,Month-to-month,Yes,Mailed check,31.73,1745.15,No
Male,0,No,Yes,23,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),23.45,539.35,No
Female,1,Yes,No,12,No,No,DSL,Month-to-month,Yes,Electronic check,30.23,376.97,No
Male,0,Yes,No,19,Yes,No phone service,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),66.08,1255.52,Yes
Female,0,No,No,55,Yes,Yes,DSL,Two year,No,Electronic check,86.18,4739.9,No
Male,0,No,No,52,Yes,Yes,Fiber optic,One year,No,Mailed check,83.41,4377.72,Yes
Male,0,Yes,No,67,Yes,No phone service,Fiber optic,Month-to-month,No,Bank transfer (automatic),32.73,2205.79,No
Male,1,No,No,53,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),82.62,4431.33,Yes
Male,0,No,No,33,Yes,No,Fiber optic,One year,No,Mailed check,59.3,1956.9,No
Female,0,No,No,27,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),65.4,1765.8,Yes
Female,0,No,No,49,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),99.75,4964.73,No
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),51.91,51.91,Yes
Male,0,Yes,No,25,Yes,No,Fiber optic,Two year,Yes,Electronic check,32.99,824.75,No
Female,0,Yes,No,50,Yes,No,No,Month-to-month,No,Credit card (automatic),107.09,5354.5,No
Female,0,Yes,No,46,Yes,No,DSL,Two year,No,Electronic check,39.64,1908.21,No
Female,0,Yes,Yes,25,No,No,DSL,Month-to-month,No,Bank transfer (automatic),47.99,1320.04,Yes
Female,0,Yes,Yes,60,Yes,No,Fiber optic,Two year,Yes,Mailed check,90.07,5414.69,Yes
Male,0,No,No,22,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,87.72,1954.47,Yes
Female,0,Yes,No,36,Yes,Yes,No,Two year,No,Electronic check,99.64,3587.04,No
Male,0,No,Yes,40,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),36.75,1470.0,No
Female,0,No,No,51,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),53.93,2754.61,No
Female,0,No,No,48,Yes,Yes,DSL,Two year,No,Mailed check,30.84,1480.32,No
Female,0,Yes,No,26,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),73.19,1935.95,Yes
Female,0,No,Yes,5,Yes,Yes,Fiber optic,Two year,No,Electronic check,47.84,239.2,Yes
Female,0,Yes,Yes,65,Yes,Yes,No,Month-to-month,No,Mailed check,88.27,5737.55,No
Male,0,No,No,23,Yes,No,No,Month-to-month,No,Mailed check,18.04,416.58,No
Male,0,No,Yes,37,Yes,No,Fiber optic,Two year,No,Mailed check,24.09,891.33,No
Female,0,Yes,Yes,27,Yes,Yes,No,Two year,Yes,Credit card (automatic),62.12,1707.13,No
Female,0,No,No,27,Yes,No phone service,Fiber optic,Month-to-month,Yes,Credit card (automatic),115.73,3124.71,No
Male,0,No,No,65,Yes,Yes,No,Two year,Yes,Electronic check,108.87,7129.83,Yes
Female,0,No,Yes,60,Yes,No,No,Month-to-month,Yes,Credit card (automatic),119.39,7163.4,No
Female,0,No,Yes,45,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),60.52,2723.4,Yes
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,22.75,1547.0,No
Female,0,No,Yes,42,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,49.21,2115.94,Yes
Female,0,No,No,58,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),86.93,5041.94,No
Male,0,Yes,No,1,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,31.79,31.79,No
Male,0,No,No,14,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.6,680.4,No
Male,0,No,No,36,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),23.73,854.28,No
Female,0,No,No,70,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.45,4671.77,No
Male,0,No,Yes,19,No,No,No,Month-to-month,Yes,Credit card (automatic),39.31,773.85,Yes
Male,0,Yes,No,34,No,Yes,No,Two year,Yes,Bank transfer (automatic),27.31,928.54,No
Male,0,No,No,33,Yes,No phone service,DSL,Month-to-month,No,Electronic check,59.94,1978.02,Yes
Male,0,Yes,No,30,No,Yes,DSL,Month-to-month,Yes,Credit card (automatic),53.82,1614.6,No
Male,0,No,Yes,18,Yes,No,DSL,One year,No,Credit card (automatic),72.83,1310.94,No
Male,1,No,No,67,Yes,No,DSL,Two year,No,Mailed check,94.4,6396.33,No
Female,0,No,No,23,Yes,Yes,DSL,One year,No,Credit card (automatic),29.48,700.47,Yes
Female,0,Yes,No,38,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,98.69,3750.22,Yes
Male,1,No,Yes,53,Yes,No,No,Two year,Yes,Credit card (automatic),20.68,1096.04,No
Male,0,No,No,38,Yes,No,No,Two year,Yes,Credit card (automatic),63.2,2401.6,Yes
Male,1,Yes,No,16,Yes,No phone service,Fiber optic,Month-to-month,Yes,Credit card (automatic),77.92,1300.23,Yes
Female,0,Yes,No,18,Yes,Yes,No,Two year,Yes,Credit card (automatic),115.61,2129.41,Yes
Female,1,Yes,No,47,Yes,No,Fiber optic,Month-to-month,No,Mailed check,76.54,3597.38,No
Female,0,Yes,Yes,34,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.19,1162.95,No
Female,0,No,Yes,31,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),70.79,2194.49,No
Female,0,No,No,46,Yes,No,DSL,One year,Yes,Credit card (automatic),58.37,2685.02,No
Female,0,No,No,46,No,Yes,No,Month-to-month,No,Credit card (automatic),66.89,3076.94,Yes
Female,0,No,Yes,63,Yes,No,Fiber optic,Month-to-month,No,Electronic check,38.1,2400.3,No
Female,0,Yes,No,45,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,69.08,3126.91,No
Female,0,No,No,34,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),33.3,1199.66,No
Male,0,No,Yes,16,Yes,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,93.89,1502.24,Yes
Male,0,No,No,41,Yes,No,No,One year,No,Electronic check,78.58,3221.78,No
Male,0,No,No,28,Yes,No,DSL,Month-to-month,No,Electronic check,26.01,738.69,No
Male,1,Yes,No,69,Yes,No,No,Two year,No,Electronic check,108.74,7513.53,No
Female,0,No,No,16,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),80.87,1293.92,Yes
Female,1,No,No,13,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),50.24,746.08,No
Male,0,No,Yes,23,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),22.66,533.39,Yes
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,82.49,4648.13,No
Male,0,Yes,Yes,49,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),56.09,2748.41,No
Female,0,No,No,56,Yes,No,Fiber optic,One year,Yes,Electronic check,110.58,6192.48,No
Male,0,No,Yes,60,Yes,Yes,DSL,One year,Yes,Mailed check,21.56,1319.3,No
Female,0,No,No,38,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,21.99,849.81,No
Female,0,Yes,No,54,Yes,No phone service,Fiber optic,Month-to-month,No,Electronic check,114.83,6200.82,No
Male,1,No,No,35,Yes,No,DSL,Month-to-month,No,Mailed check,116.42,4097.38,Yes
Female,0,No,Yes,36,Yes,No,DSL,Two year,Yes,Credit card (automatic),20.83,796.25,No
Male,0,No,No,13,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),91.04,1183.52,Yes
Male,0,Yes,No,26,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,40.59,1055.34,No
Male,0,No,No,30,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,89.54,2686.2,Yes
Male,0,No,Yes,72,Yes,Yes,DSL,Two year,Yes,Mailed check,106.61,7700.83,No
Female,0,Yes,No,43,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),28.28,1216.04,No
Female,0,Yes,No,67,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,42.35,2880.1,No
Female,0,No,Yes,47,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,20.46,961.62,Yes
Male,0,Yes,No,56,Yes,Yes,No,One year,No,Credit card (automatic),22.47,1258.32,No
Female,0,No,No,21,Yes,Yes,No,Two year,No,Credit card (automatic),21.02,558.74,No
Male,1,Yes,No,3,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),99.67,299.01,Yes
Female,0,Yes,No,71,No,No,DSL,Two year,No,Electronic check,48.43,3477.62,No
Female,0,No,No,45,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,68.31,3073.95,No
Female,0,No,No,58,Yes,Yes,No,Month-to-month,No,Electronic check,98.36,5737.79,No
Male,1,No,No,33,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,68.48,2394.43,No
Female,0,Yes,No,10,Yes,Yes,No,Two year,Yes,Mailed check,61.78,670.65,No
Female,0,No,No,30,Yes,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),19.18,642.3,No
Male,0,No,No,10,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,75.94,759.4,Yes
Female,0,No,Yes,55,Yes,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),30.72,1736.71,No
Male,0,No,No,37,Yes,No,Fiber optic,Month-to-month,No,Credit card (automatic),95.99,3564.06,Yes
Female,0,No,No,20,Yes,No phone service,DSL,Two year,No,Bank transfer (automatic),44.29,987.1,No
Male,0,Yes,Yes,9,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),86.77,780.93,Yes
Male,0,No,Yes,25,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.91,2157.12,Yes
Female,0,No,No,7,Yes,No phone service,No,Month-to-month,Yes,Credit card (automatic),80.9,587.69,Yes
Male,0,Yes,No,7,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),45.23,316.61,Yes
Male,0,No,No,59,Yes,No,DSL,Two year,No,Mailed check,45.24,2669.16,No
Male,0,No,No,71,Yes,Yes,DSL,Two year,No,Mailed check,106.03,7528.13,No
Male,1,No,Yes,33,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),19.31,637.23,No
Male,0,No,No,15,Yes,No,No,One year,Yes,Mailed check,36.52,547.8,No
Male,0,No,No,12,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),80.24,962.88,Yes
Female,0,Yes,No,21,Yes,Yes,DSL,One year,Yes,Credit card (automatic),101.34,2132.2,No
Male,0,Yes,Yes,26,No,Yes,No,Month-to-month,No,Mailed check,54.55,1418.3,Yes
Male,0,Yes,No,63,Yes,Yes,No,One year,Yes,Bank transfer (automatic),84.65,5332.95,No
Female,0,No,Yes,1,Yes,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,74.83,86.65,Yes
Female,0,Yes,No,25,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),24.58,614.5,No
Female,0,No,No,68,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,81.42,5536.56,No
Female,0,No,No,29,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),101.02,2929.58,Yes
Female,0,No,Yes,7,No,No,No,Two year,Yes,Mailed check,119.23,901.44,No
Female,0,Yes,No,37,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),21.02,777.74,No
Female,0,Yes,No,60,No,Yes,Fiber optic,Month-to-month,Yes,Mailed check,85.33,5177.52,No
Male,0,Yes,No,64,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),60.28,3926.19,No
Male,0,No,No,66,Yes,No,No,Two year,No,Bank transfer (automatic),19.0,1254.0,No
Female,0,Yes,No,45,Yes,Yes,No,One year,No,Mailed check,80.66,3652.71,No
Male,0,No,No,71,Yes,Yes,No,Month-to-month,No,Mailed check,30.49,2164.79,No
Male,0,Yes,No,42,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),56.61,2391.01,Yes
Male,0,Yes,No,58,Yes,Yes,No,Month-to-month,No,Electronic check,44.66,2701.6,No
Female,0,No,Yes,45,Yes,No,Fiber optic,Month-to-month,No,Credit card (automatic),54.84,2531.36,No
Female,1,No,No,71,Yes,No,Fiber optic,Two year,No,Electronic check,68.25,4845.75,No
Male,0,Yes,No,34,Yes,No,DSL,Month-to-month,No,Electronic check,54.64,1857.76,Yes
Female,0,Yes,Yes,38,Yes,Yes,No,Month-to-month,No,Electronic check,74.38,2826.44,No
Male,0,Yes,No,50,Yes,Yes,No,Month-to-month,Yes,Electronic check,42.34,2130.66,No
Male,0,No,No,3,Yes,No,DSL,Month-to-month,Yes,Mailed check,82.81,284.51,Yes
Male,0,No,No,50,Yes,No,DSL,Month-to-month,Yes,Electronic check,105.08,5254.0,No
Male,0,Yes,No,4,Yes,Yes,No,Month-to-month,No,Credit card (automatic),40.85,252.7,No
Female,1,Yes,Yes,54,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,69.8,3770.83,No
Female,0,No,No,19,Yes,Yes,No,Month-to-month,No,Electronic check,84.17,1599.23,Yes
Female,0,Yes,Yes,23,Yes,No,DSL,Month-to-month,Yes,Mailed check,75.59,1764.8,No
Male,0,No,No,35,Yes,No,DSL,Month-to-month,Yes,Electronic check,55.3,1970.5,Yes
Female,0,No,Yes,33,Yes,Yes,Fiber optic,One year,No,Electronic check,83.5,2755.5,Yes
Male,0,No,Yes,53,Yes,No,DSL,One year,No,Credit card (automatic),20.88,1106.64,No
Female,0,No,No,33,Yes,No,DSL,Month-to-month,No,Mailed check,55.73,1839.09,No
Male,0,No,No,16,No,No phone service,DSL,One year,Yes,Mailed check,72.33,1157.28,Yes
Male,0,No,No,4,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),20.1,141.24,No
Male,0,Yes,No,17,Yes,Yes,DSL,Two year,Yes,Electronic check,69.78,1219.57,No
Female,0,No,Yes,54,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.73,4631.61,Yes
Female,0,No,Yes,52,Yes,No,DSL,Two year,Yes,Credit card (automatic),95.44,4962.88,No
Female,0,Yes,No,49,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),29.56,1448.44,No
Female,0,No,Yes,71,Yes,No,No,Month-to-month,Yes,Mailed check,119.04,8451.84,Yes
Male,0,Yes,No,44,No,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),79.83,3562.91,No
Female,0,No,No,12,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,55.05,727.74,Yes
Female,1,Yes,No,15,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,43.41,651.15,Yes
Male,1,Yes,No,12,Yes,No,No,One year,Yes,Electronic check,76.44,998.57,Yes
Male,0,No,No,19,Yes,Yes,No,One year,No,Mailed check,107.93,2050.67,Yes
Male,1,No,No,65,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),71.1,4621.5,Yes
Female,0,No,Yes,46,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.47,3931.62,No
Male,0,No,Yes,18,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,54.49,1012.24,No
Male,0,Yes,No,44,Yes,No,DSL,Month-to-month,No,Electronic check,57.59,2533.96,No
Male,0,Yes,No,36,Yes,Yes,No,Two year,No,Mailed check,47.19,1698.84,No
Female,0,Yes,No,53,Yes,No,Fiber optic,Two year,No,Credit card (automatic),89.98,4798.56,Yes
Male,0,No,No,5,Yes,No,No,Two year,Yes,Mailed check,54.64,307.42,Yes
Female,0,Yes,Yes,13,No,No phone service,DSL,One year,No,Electronic check,37.45,486.85,No
Female,0,No,No,3,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),55.68,167.04,Yes
Male,0,No,No,54,Yes,No phone service,No,Month-to-month,Yes,Mailed check,105.09,5674.86,No
Male,0,Yes,Yes,33,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),93.3,3102.83,No
Female,0,No,No,26,Yes,No,No,Month-to-month,Yes,Mailed check,52.13,1355.38,No
Male,0,Yes,Yes,6,Yes,No phone service,No,Two year,Yes,Credit card (automatic),110.49,662.94,No
Male,1,No,No,2,Yes,Yes,No,Month-to-month,No,Credit card (automatic),25.63,51.26,Yes
Female,1,Yes,No,46,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),23.07,1061.22,No
Female,0,No,No,1,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,31.0,43.7,No
Male,1,Yes,No,24,Yes,No,No,Two year,Yes,Credit card (automatic),29.88,725.29,No
Female,0,Yes,No,59,No,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),26.96,1714.67,Yes
Male,1,No,No,23,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),85.46,1965.58,No
Male,0,No,No,14,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.29,1110.06,No
Male,0,Yes,No,13,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),84.06,1092.78,Yes
Female,0,No,No,53,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),88.21,4772.12,No
Male,0,No,Yes,5,Yes,No,DSL,Month-to-month,No,Electronic check,95.2,561.06,Yes
Male,0,No,No,17,Yes,Yes,DSL,One year,Yes,Electronic check,39.13,665.21,No
Male,0,Yes,Yes,19,Yes,No phone service,Fiber optic,Month-to-month,Yes,Credit card (automatic),81.47,1547.93,Yes
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),77.16,4708.56,No
Female,0,No,No,39,Yes,Yes,No,Two year,Yes,Electronic check,114.25,4455.75,No
Female,0,No,No,38,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),41.7,1584.6,No
Female,0,Yes,Yes,51,Yes,No,No,One year,Yes,Mailed check,23.99,1262.04,No
Female,0,No,No,31,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),84.66,2713.85,Yes
Male,0,Yes,No,72,Yes,No,Fiber optic,Month-to-month,No,Credit card (automatic),93.5,6772.35,Yes
Female,0,No,No,26,Yes,Yes,DSL,One year,Yes,Credit card (automatic),46.89,1262.35,Yes
Female,0,No,Yes,51,No,No phone service,Fiber optic,One year,Yes,Mailed check,76.23,3887.73,No
Female,0,No,No,62,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),24.07,1543.21,No
Male,1,Yes,No,62,Yes,Yes,DSL,Two year,No,Mailed check,115.92,7237.74,No
Female,0,Yes,No,16,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),29.21,467.36,Yes
Female,0,Yes,Yes,48,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),24.89,1194.72,No
Male,1,Yes,Yes,22,Yes,No,DSL,Month-to-month,Yes,Electronic check,22.5,495.0,No
Female,0,No,No,71,Yes,No phone service,No,Month-to-month,No,Bank transfer (automatic),61.58,4372.18,No
Male,0,No,No,12,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),27.91,334.92,No
Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),93.95,2066.9,Yes
Male,0,No,Yes,56,Yes,Yes,DSL,One year,No,Credit card (automatic),109.69,6182.86,Yes
Male,0,No,No,61,Yes,Yes,Fiber optic,One year,No,Electronic check,44.54,2716.94,No
Male,0,Yes,Yes,53,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,82.13,4379.52,No
Female,0,No,No,19,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),22.32,424.08,No
Male,1,No,Yes,51,No,No,No,Month-to-month,Yes,Credit card (automatic),57.43,2993.87,No
Male,0,Yes,Yes,22,Yes,No phone service,No,Month-to-month,Yes,Mailed check,47.88,1077.84,No
Female,0,No,No,34,Yes,Yes,DSL,One year,No,Electronic check,41.32,1425.1,Yes
Male,0,No,No,66,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),83.76,5575.5,No
Female,0,No,No,33,Yes,Yes,DSL,Two year,Yes,Mailed check,31.28,1048.18,No
Female,0,Yes,No,32,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),105.79,3385.28,No
Female,0,Yes,No,45,Yes,Yes,DSL,Month-to-month,No,Bank transfer (automatic),85.81,3892.79,No
Male,0,No,No,44,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),90.49,3981.56,No
Male,0,No,Yes,18,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,113.41,2051.92,No
Male,0,No,No,14,Yes,Yes,DSL,One year,Yes,Mailed check,114.12,1597.68,No
Female,0,Yes,No,65,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.27,4910.66,Yes
Male,0,Yes,No,38,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,68.53,2637.62,Yes
Male,0,Yes,Yes,17,Yes,No,Fiber optic,One year,Yes,Electronic check,52.21,937.94,Yes
Male,0,No,No,69,Yes,Yes,Fiber optic,One year,Yes,Electronic check,90.99,6278.31,No
Female,0,No,No,58,No,No,No,Two year,No,Credit card (automatic),72.9,4243.15,No
Female,0,No,No,31,Yes,No phone service,DSL,Month-to-month,No,Bank transfer (automatic),113.15,3517.16,Yes
Male,1,No,Yes,20,Yes,Yes,DSL,Two year,No,Credit card (automatic),42.34,852.32,No
Male,1,No,Yes,39,Yes,No,Fiber optic,Month-to-month,No,Electronic check,49.65,1936.35,No
Male,0,Yes,No,26,Yes,No,Fiber optic,Two year,Yes,Mailed check,50.24,1404.45,Yes
Male,1,No,Yes,1,No,No,Fiber optic,Two year,No,Electronic check,100.21,100.21,Yes
Female,0,No,No,38,Yes,Yes,DSL,One year,Yes,Credit card (automatic),28.1,1092.89,No
Female,1,No,No,55,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),64.48,3546.4,No
Female,0,Yes,Yes,12,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,61.61,812.51,Yes
Female,1,No,No,55,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),25.46,1469.27,No
Male,1,Yes,No,65,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,59.9,3936.22,No
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,70.36,3883.44,No
Male,1,Yes,Yes,27,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,24.64,782.06,No
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),70.01,4459.78,Yes
Male,0,Yes,No,70,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),115.84,8108.8,No
Female,0,No,Yes,63,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,117.85,7435.77,Yes
Female,0,No,No,55,Yes,Yes,DSL,One year,No,Mailed check,72.23,4001.84,No
Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,One year,No,Mailed check,70.54,2826.85,No
Male,0,Yes,No,40,Yes,No phone service,No,Month-to-month,No,Mailed check,47.12,1913.46,No
Male,1,Yes,No,3,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),119.71,431.19,Yes
Female,0,No,No,56,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,45.97,2574.32,No
Male,0,No,Yes,29,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),64.2,1861.8,No
Female,1,Yes,No,45,Yes,No phone service,Fiber optic,One year,No,Mailed check,18.3,823.5,No
Male,1,No,Yes,55,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),53.62,2949.1,Yes
Female,1,No,No,30,No,No,No,Two year,Yes,Mailed check,25.29,758.7,No
Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.87,563.22,No
Male,1,Yes,No,53,Yes,No,Fiber optic,One year,No,Mailed check,75.22,3986.66,Yes
Female,0,No,No,7,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),76.36,534.52,Yes
Female,0,No,Yes,54,Yes,Yes,Fiber optic,One year,No,Credit card (automatic),47.22,2549.88,No
Male,0,No,No,68,Yes,No,No,Two year,No,Electronic check,101.12,6876.16,No
Female,0,Yes,Yes,43,Yes,No,Fiber optic,One year,No,Bank transfer (automatic),18.33,813.84,No
Male,0,Yes,No,12,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.03,624.36,Yes
Female,0,Yes,No,19,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),85.27,1620.13,Yes
Male,0,No,No,31,Yes,No phone service,DSL,Two year,Yes,Mailed check,110.61,3533.64,No
Male,0,No,No,59,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),41.93,2527.63,No
Female,0,Yes,Yes,49,No,No,DSL,Month-to-month,No,Electronic check,73.19,3597.7,Yes
Female,0,No,No,26,Yes,Yes,DSL,One year,Yes,Bank transfer (automatic),72.88,1907.93,No
Female,0,Yes,Yes,24,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),107.17,2572.08,No
Female,0,No,No,51,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,23.15,1180.65,No
